name,surname,pesel,date_of_birth
Roksana,Kaziród,22131595569,1991-11-23
Krystian,Błażejak,99186372089,2001-12-09
Wiktor,Kordus,54522556958,1974-01-12
Apolonia,Tyka,57635190983,1994-10-14
Maksymilian,Wojtasiewicz,97618810209,1980-10-15
Angelika,Pałyga,15394575909,2001-07-25
Marcin,Kaziród,24132366270,1987-11-04
Przemysław,Roś,75824828757,1982-06-14
Roksana,Roczniak,50531586493,1984-02-29
Fabian,Pacholczak,56506958654,1973-11-09
Mikołaj,Janczura,87223756167,1996-09-27
Liwia,Pera,96184142917,1990-02-21
Sylwia,Oziębło,96492012403,1999-09-07
Wojciech,Cylwik,32473223623,2002-06-20
Kamil,Kuffel,66932925189,2001-03-20
Ida,Koczara,46133262250,1976-10-21
Nataniel,Freitag,33057740710,1998-06-15
Maksymilian,Goj,33376296023,1978-07-07
Liwia,Heinrich,91658372565,1995-07-03
Krystyna,Mądrzak,56088942280,1999-05-18
Mariusz,Cygal,81195474539,1972-04-29
Olga,Fal,56615428683,1972-05-15
Maks,Wawrzynek,40340973704,1999-06-23
Cyprian,Olewniczak,15513117818,1996-05-23
Jakub,Kiełbowicz,73955203904,1972-10-17
Filip,Gomoła,41574175771,1988-05-25
Rozalia,Tasarz,42954323518,1990-08-28
Kornelia,Dorna,72714227865,1970-03-27
Hubert,Łabuś,98389768197,1971-02-22
Leon,Wiekiera,24131157438,1970-05-15
Bartek,Zander,44891747813,1971-08-02
Arkadiusz,Jakimiak,62298125189,1984-05-04
Grzegorz,Wochnik,14663346089,2002-02-22
Anna Maria,Gortat,73096794766,1970-07-27
Szymon,Puto,10062038819,1971-08-27
Damian,Tyczka,95664069076,1977-04-11
Olaf,Olma,34913679835,1988-06-15
Ernest,Szyca,34468250791,1978-10-21
Filip,Polnik,37082104814,1999-12-08
Tymon,Motak,85703029912,1980-01-20
Aniela,Smela,22776779074,1976-03-06
Natan,Gryka,61878945165,1972-04-02
Tymoteusz,Grzesiek,83412779340,1972-02-24
Borys,Rząca,94012157496,1980-08-21
Gustaw,Koral,94181521587,1974-06-30
Oskar,Komperda,49188283541,1972-08-18
Szymon,Bacik,92679529866,1974-03-10
Jakub,Pakos,40960062154,1975-07-13
Jeremi,Celuch,63308551319,2002-12-15
Kamil,Uziębło,92652156223,1996-10-03
Mariusz,Duszczak,47873396340,1997-08-16
Inga,Machniak,57070981171,1998-10-07
Daniel,Rapa,10763993515,1993-12-06
Marek,Stempin,12210462399,1981-12-08
Tymoteusz,Kłysz,89571612990,1972-08-28
Sebastian,Machowicz,88159616140,1987-04-06
Kaja,Sajnóg,82315545407,1975-09-14
Wojciech,Wojciech,52852047371,1977-10-12
Marcin,Palonek,54635656421,1982-10-28
Dominik,Barcz,36637091025,1981-09-05
Gaja,Poreda,12744688458,1974-08-08
Jeremi,Cyganik,31093217338,2003-07-14
Inga,Błądek,70694858144,1993-06-24
Aleks,Madzia,16327585725,1993-03-15
Wiktor,Wojaczek,48651954067,1998-12-30
Karina,Toma,45186178205,2001-05-06
Tymon,Chmara,99913877928,1991-08-11
Marianna,Tylec,78366903158,1984-06-07
Maks,Elias,22970402696,2002-02-03
Tymon,Kulis,15148402518,1997-03-10
Marcin,Hirsch,47330965121,1981-11-28
Olaf,Rawa,84901182581,1986-08-30
Piotr,Droździk,17521981591,2003-02-01
Ignacy,Dybka,22951519099,1988-06-15
Bartek,Klama,83923107449,1988-05-02
Iwo,Duszczak,90699293434,2002-01-25
Adrianna,Wiercigroch,55092085723,1977-11-26
Sandra,Apanowicz,55044894776,1994-01-20
Jerzy,Polnik,16906701865,1987-10-26
Kornel,Soroko,19812339059,1988-12-25
Grzegorz,Damek,60190244592,1997-04-10
Tymon,Sławik,20460588096,2001-03-17
Kazimierz,Pietrak,76289621417,2001-02-25
Monika,Pacholik,21215803906,1991-02-09
Marika,Karczmarek,24301824110,1986-11-09
Alex,Kmak,12665239642,1979-06-03
Nela,Nagórka,51436679288,1981-05-07
Apolonia,Smoter,47511573064,1986-09-02
Cyprian,Wężyk,90327236241,1981-09-12
Róża,Wyderka,54872735489,1982-01-10
Stefan,Grzegorzak,66476653509,1976-09-19
Daniel,Staniewicz,41786119346,1990-02-28
Igor,Szywała,27153654455,1980-09-08
Aniela,Draus,79221532222,1998-10-10
Miłosz,Gietka,27233800966,1992-11-02
Konstanty,Cieplucha,10631226968,1998-09-13
Oskar,Strojna,84963710859,1973-08-29
Maks,Sorbian,46339310153,1977-04-09
Mikołaj,Kiszczak,34301872879,1977-11-29
Tymon,Dorna,81584043662,1970-06-23
Olga,Waluk,41469484468,1991-05-14
Malwina,Wiszowata,93968130899,1984-03-05
Sylwia,Grys,10949182615,1982-12-03
Karina,Chochół,87640467276,1993-07-13
Maurycy,Leśny,14772030615,2000-08-15
Julita,Kuropatwa,45883309136,1987-05-28
Wojciech,Stępka,71978970668,1985-08-02
Albert,Boguta,98826939133,1990-02-06
Tomasz,Latko,40627643800,1989-08-23
Roksana,Siarkiewicz,23212672161,1989-10-25
Janina,Kwarciak,48528986669,1981-11-09
Piotr,Anioła,97250411396,1984-08-20
Kamila,Gowin,94233596752,1984-07-06
Tola,Sawko,18548037969,1982-08-24
Andrzej,Sanetra,92316287192,1976-11-21
Aleks,Buszkiewicz,99109378872,2002-09-13
Adam,Plich,32349327615,1995-07-24
Marianna,Biegała,10343135683,1976-04-10
Elżbieta,Stelmasiak,69441232654,1983-08-24
Julianna,Ochota,35277759674,1997-02-05
Tadeusz,Pastuszko,81818423350,1973-01-31
Ignacy,Boś,39589243267,1977-08-29
Witold,Morawiak,73152431973,2003-03-28
Paweł,Żmija,16977114370,1973-01-09
Mateusz,Neska,10334231788,1997-03-22
Aleksander,Gogacz,11394691337,1984-04-09
Liwia,Wężyk,22540512501,1989-05-17
Norbert,Petryk,56984089953,1995-12-18
Roksana,Putek,37495112254,1992-03-10
Jan,Porwoł,40105257408,1981-09-25
Klara,Pniak,35771550242,1970-03-14
Aniela,Chalimoniuk,44908002690,1973-05-23
Marcelina,Pierz,82973219727,2002-09-17
Kamil,Tecław,88424496953,1979-02-28
Olgierd,Sopata,64197350340,1984-11-30
Kamila,Gwara,33298564879,1980-03-20
Malwina,Staśko,57865192675,1996-11-19
Ewelina,Sych,28963405160,1972-06-13
Eryk,Jeżyna,85848461236,1976-11-30
Krystian,Kazimierczyk,35401110741,1991-03-08
Anita,Galuba,81235736822,1996-03-13
Ryszard,Baka,97889610322,1987-06-30
Piotr,Sakwa,49452408723,1982-10-20
Liwia,Tryc,17703393784,1989-03-11
Melania,Block,57689523380,1995-02-08
Tymoteusz,Dyjas,77079109308,1982-04-26
Dominik,Zbiciak,85808470849,1971-07-01
Ada,Semenowicz,38775218453,1992-02-07
Dariusz,Kolman,55281225054,2001-09-05
Maks,Klama,16329306990,1999-03-04
Róża,Jaszczyszyn,28124602494,1993-01-02
Rafał,Hutnik,54112381224,1988-11-25
Ryszard,Galek,86997476517,1997-10-16
Aurelia,Kalista,22617588450,1988-07-24
Sara,Koterba,54543424058,2002-09-09
Olaf,Berek,38615162287,1985-03-16
Mieszko,Polewka,29151102920,1993-11-02
Marianna,Fiedorczuk,25897590181,1982-12-07
Jędrzej,Wujek,72091651706,1976-02-10
Nataniel,Mejer,63396058201,1981-03-15
Norbert,Jerzyk,75527711247,1975-06-16
Marek,Nojek,12212852147,1988-06-09
Alex,Heinrich,61168522777,1972-05-14
Józef,Westfal,42502954268,1998-08-24
Alan,Joniak,27616710553,1977-09-05
Fabian,Chwalisz,44032586062,1988-09-19
Nela,Bidas,56173217151,1981-03-26
Kornelia,Rudolf,62195889273,1999-05-31
Roksana,Wojciech,61654738573,1996-03-21
Róża,Miecznik,89793673153,1998-01-08
Robert,Skierka,11991585564,1975-03-13
Liwia,Kilar,55189474620,2000-05-20
Lidia,Laskus,74056617277,1982-07-13
Patryk,Smyl,78316140588,1994-09-19
Kornel,Samiec,46416904997,1976-09-23
Dawid,Gabrych,60665858956,1987-11-07
Igor,Śleziak,12486019508,1985-06-09
Kaja,Gołas,94494060163,1981-12-18
Maurycy,Jaje,94089644773,1993-11-17
Marianna,Marat,79737309478,1983-12-22
Patryk,Tekieli,13175015133,1972-10-18
Patryk,Drobny,32831488381,1974-08-10
Cyprian,Pindor,49214618329,1982-08-20
Cezary,Szyca,94252437033,1984-07-09
Gabriel,Matejczyk,56600642940,1983-03-22
Wiktor,Nawrotek,23198632899,1991-05-26
Maurycy,Pietrusiewicz,74225005588,1998-05-08
Gabriel,Chaberek,56641492715,2000-07-18
Jędrzej,Wlizło,89495374322,1980-12-15
Błażej,Kurda,98540047514,1988-02-09
Marcel,Jędraszczyk,26122897555,1988-02-01
Wojciech,Drobik,57690376320,1972-04-27
Dagmara,Skrobek,68699803412,1979-03-13
Artur,Szyc,86107664582,1982-12-06
Marcin,Wiaderek,11773491934,1993-12-30
Alan,Burzawa,10658332525,1995-05-11
Fryderyk,Putek,44795928168,1981-09-27
Adam,Berg,39755670183,1991-06-10
Julita,Melaniuk,78513935787,2003-04-25
Stefan,Ładziak,46205028494,1986-08-10
Sonia,Słoboda,82297377569,1983-10-20
Dagmara,Cholewka,80372414377,1975-10-31
Kacper,Sajda,58216033552,1971-01-06
Gustaw,Szwaj,93954600074,1973-01-11
Juliusz,Zbiciak,12862640956,1990-01-01
Ada,Jamroży,78541421691,1997-07-04
Aleks,Lichoń,77010092906,1981-12-12
Mariusz,Harasimiuk,60566196658,1983-01-15
Bruno,Ruszel,66089670921,1985-10-27
Lidia,Pyszczek,47696069008,1984-02-12
Ida,Tylman,53550775239,1980-12-10
Marcelina,Kossak,49952993944,1976-01-28
Roksana,Pyszny,38212471947,2001-08-09
Julianna,Sykała,38527207659,1992-03-01
Agnieszka,Rzeszut,44496524574,1972-06-14
Ewelina,Posmyk,75805007082,1970-09-07
Dominik,Jędraszek,62053751755,1990-08-16
Antoni,Różak,50175978092,1997-05-20
Sylwia,Augustynek,52274803858,1990-11-29
Tymon,Ruchała,28425890676,2001-03-22
Aleks,Nowotnik,35120937729,2003-04-22
Szymon,Reiter,38384721158,2002-01-15
Julianna,Wolff,14507694901,1998-06-26
Marika,Bejm,49020664137,2002-06-24
Kamila,Niećko,67063628335,1994-09-10
Rozalia,Gendek,59332610287,1980-03-06
Jacek,Klimko,98704098561,1991-03-16
Maurycy,Harasimiuk,78978170000,1985-07-05
Tymoteusz,Mydlarz,85280078459,1980-07-05
Aniela,Rozmiarek,47134515149,1982-01-28
Aniela,Fidor,40579874706,1986-02-16
Przemysław,Kiliszek,13473256844,1989-11-23
Jan,Krzosek,45450761624,1976-06-13
Apolonia,Opoka,42175724980,1978-11-02
Fabian,Duszkiewicz,92598305324,1978-05-27
Bartek,Sajewicz,61748358343,1985-02-26
Jan,Damek,74513289661,2000-04-17
Natasza,Szaruga,59529591535,1978-10-26
Miłosz,Misiurek,40703409925,1975-12-19
Anastazja,Pielka,98588096020,1974-10-23
Melania,Chadaj,94282226115,1979-09-30
Gustaw,Hawro,35564539607,1985-02-09
Krystian,Meler,68232607276,1997-03-31
Jacek,Łokaj,80244334399,1977-02-20
Gaja,Leśna,31432344019,1995-05-09
Aniela,Waraksa,30974001235,2003-12-12
Tymon,Wężyk,93341789867,1986-06-05
Bruno,Pęksa,36519195058,1985-10-06
Michał,Rajtar,54649334470,1989-05-20
Marek,Przybyś,28825989409,1996-11-15
Oliwier,Wygoda,25817779409,1986-04-19
Emil,Ryszkiewicz,46091433820,1989-07-02
Sebastian,Sulich,95126137459,1983-06-30
Bartek,Iwanow,61942779942,1982-02-13
Artur,Waleczek,89294000227,1998-02-28
Maciej,Gamrat,32902842792,2001-01-31
Krzysztof,Fraś,24377483866,2001-05-09
Konstanty,Hanke,73626195372,1980-07-02
Krystyna,Nieścioruk,73735076960,2003-05-16
Maciej,Ulrych,41048841072,1979-04-12
Fryderyk,Cudzich,19622933433,1970-12-01
Krystian,Kubina,89637178251,2003-05-15
Emil,Samulak,53408740138,1984-05-21
Miłosz,Pawełkiewicz,78979058642,1982-03-14
Leonard,Myszk,81974994808,1981-10-28
Bianka,Kossak,61164595384,2003-09-03
Bianka,Rogacz,28090367848,1982-05-08
Marcelina,Owsiany,66703333420,1991-05-08
Paweł,Strzelczak,50580951309,1988-07-30
Cyprian,Stanisławczyk,78662492183,1994-01-23
Sara,Gawliczek,31226436247,1974-11-12
Józef,Kołata,81000027592,1981-09-01
Eryk,Pyć,46270280978,1999-08-17
Kamila,Makoś,85925312512,1994-12-25
Nicole,Glazik,10007759007,1985-11-16
Jan,Fronia,54473018753,1997-01-20
Tola,Wierzchoń,67440041416,1995-03-01
Leon,Stempniak,39458516398,1984-02-13
Nataniel,Cader,24134973899,1994-01-18
Sylwia,Świtaj,92241127266,1970-09-21
Kornel,Glaza,53076439303,1980-10-06
Kaja,Ochota,50569871007,1971-03-25
Łukasz,Sadownik,85549864761,1999-09-09
Norbert,Dulas,46917640985,1974-05-18
Angelika,Ułanowicz,50955760751,1998-03-31
Blanka,Rorat,11927417452,1998-06-05
Franciszek,Siatka,32488495046,1995-01-06
Blanka,Aleksandrzak,17316180667,1992-03-16
Fryderyk,Chmara,28315138130,1992-10-11
Norbert,Kominiak,75605606235,1995-11-30
Dorota,Ostasz,28954092514,1991-07-25
Jakub,Smykla,12169659480,1985-10-27
Przemysław,Terka,98090910700,1996-03-13
Sylwia,Prygiel,84214330221,1990-08-16
Bartek,Osipiuk,81616692964,1973-08-12
Marianna,Kosno,74764873417,1982-10-07
Oskar,Bejnarowicz,30544374423,1993-06-28
Sebastian,Sado,31831381887,2000-09-25
Bartek,Waleczek,52735028194,1980-05-25
Marcel,Chaberek,87021777375,1982-01-15
Bartek,Działa,33443258368,1997-05-15
Marcelina,Jaszczyszyn,87895335196,1981-10-16
Nataniel,Puła,51460907117,1972-05-29
Alex,Neugebauer,33363650509,1984-09-20
Nicole,Fołta,23800188167,1998-10-04
Marianna,Kołton,88086317052,1987-11-05
Arkadiusz,Drozda,79395851509,1987-08-13
Angelika,Krekora,99373120218,1975-10-26
Emil,Janiga,13328976858,1995-11-24
Ewa,Szyda,64508813621,1994-06-10
Natan,Forma,53785017498,1994-10-11
Tymoteusz,Rasała,18392263493,2003-01-30
Maks,Kral,42370039100,1989-12-12
Ewa,Bzdęga,36575941412,1979-12-05
Oliwier,Gabrych,18249459971,1975-06-28
Oskar,Małyszka,60433921971,1999-07-21
Angelika,Szara,57688333779,1987-06-17
Cyprian,Dylong,43516035458,1986-12-25
Dawid,Banak,10628940881,1982-07-27
Stanisław,Bodziony,65334238035,2001-10-31
Alan,Litwiniuk,89786416495,1998-01-09
Paweł,Wojsa,78759228858,1976-08-13
Jeremi,Jakubaszek,86009414766,1994-10-03
Ryszard,Oleksiewicz,33920345063,1972-01-16
Mariusz,Cichowlas,32322711056,2002-03-05
Ewelina,Giec,89295405339,2003-12-24
Maurycy,Miksza,60900069250,1985-01-16
Karol,Wziątek,60540534009,1975-12-21
Sandra,Żołądź,78598474668,1987-09-09
Kaja,Maleszka,27042600771,1986-12-24
Michał,Czupryn,44599009561,1971-07-16
Juliusz,Cegła,76379501836,1976-04-25
Oliwier,Szwałek,57972786900,1991-03-31
Ewelina,Skubis,12914167675,1974-12-14
Sebastian,Dzikiewicz,47328626548,1985-09-23
Krystian,Działak,14453489907,1989-06-24
Cyprian,Lew,56356419225,1988-08-15
Bianka,Stachewicz,88131537400,1989-11-10
Marcel,Olma,63031831791,1980-01-27
Julian,Kowalówka,88274545008,1985-10-31
Stanisław,Smagacz,82924131696,1982-12-30
Miłosz,Laszkiewicz,49131146715,1977-11-27
Stanisław,Wawryniuk,75625999593,1995-05-23
Julian,Kopa,20304789218,1985-04-09
Sebastian,Dzienisz,30944901593,1972-05-11
Anna Maria,Kordus,97042728866,1998-03-10
Dorota,Guźniczak,46995094626,1995-03-18
Damian,Dłubak,22206115509,1993-12-06
Kajetan,Wawrzynkiewicz,18717424860,1982-03-30
Hubert,Margol,70687326860,2000-06-18
Stefan,Frelich,95408982181,1997-08-17
Rozalia,Sołtan,88470546684,2001-12-30
Mieszko,Ziarno,57531520474,2000-09-13
Tomasz,Składanek,90613986026,1989-02-16
Iwo,Jamroży,47920868501,1971-09-23
Ksawery,Staręga,53821357267,1998-10-12
Michał,Świątkiewicz,45176510859,1983-06-02
Bruno,Wyrostek,86601059731,1981-04-23
Natasza,Sochaj,97986825408,1998-06-16
Józef,Bujas,71069873743,1990-05-22
Kornelia,Kabza,82552194503,1985-07-16
Olaf,Wojaczek,69252747523,1978-04-05
Maks,Stawczyk,87737979434,1993-05-06
Norbert,Komisarczyk,78210008196,1994-10-13
Rafał,Kujda,36205760228,1995-08-07
Mieszko,Szyguła,11171036001,2002-04-27
Błażej,Klos,48107228832,1996-03-21
Marika,Stanuch,18175358956,1995-01-05
Kornel,Pitek,11510175556,1997-04-05
Leonard,Solis,40885483379,1999-10-15
Nikodem,Młocek,95450167732,1987-06-27
Mieszko,Jodko,45612167851,1990-08-31
Elżbieta,Klebba,44892954193,2003-09-24
Tobiasz,Roś,65893861887,1997-03-27
Tymon,Damps,24851868891,1999-09-13
Ernest,Klemens,53717779767,2002-10-22
Andrzej,Sadowy,19619752095,1981-12-28
Maciej,Galek,78512211647,1978-05-18
Gabriel,Kuzia,13247672598,1977-11-20
Marianna,Łachut,91646100545,1990-05-21
Aniela,Wika,14782372802,1994-07-07
Bianka,Doroba,39707567668,1997-01-11
Kazimierz,Bracha,28864537225,1975-05-28
Kacper,Roszkiewicz,32163627317,2000-05-05
Eryk,Madejczyk,25330408267,2000-11-27
Łukasz,Kruszona,80586881201,1978-01-08
Franciszek,Gierat,54747513954,1988-02-02
Szymon,Michel,36996135983,1974-04-16
Kaja,Kulon,65748574647,1978-10-11
Alex,Raźniak,61894459503,2003-09-07
Eliza,Mitek,69387482579,1975-01-31
Witold,Jędrak,51508874468,1984-08-06
Aurelia,Sopata,87357549049,1978-05-06
Bruno,Klama,46202801853,2003-06-23
Mikołaj,Drobisz,89090646787,1973-09-16
Maksymilian,Korzonek,20789295570,1978-07-16
Ryszard,Rudzik,18025992880,1999-12-17
Emil,Waluk,88102794038,2001-06-18
Dominik,Jaroch,47932859748,1989-01-10
Justyna,Starościak,25379569371,1980-09-15
Witold,Obarzanek,63850333905,1978-05-26
Nicole,Kozok,83938687874,2000-09-11
Roksana,Schwarz,21733137390,1980-09-15
Dawid,Bembenek,37519437128,1997-11-05
Marcel,Budkiewicz,45907620836,1991-02-12
Monika,Niesporek,37205684118,1977-07-24
Mieszko,Laskus,99063069954,1975-09-20
Ernest,Hornik,46939052679,1974-02-19
Olgierd,Pianka,69874903703,1974-08-23
Antoni,Tylman,58142127388,1985-02-19
Bianka,Kutnik,81064596496,1973-09-27
Daniel,Jamrożek,23051833605,1971-05-20
Aniela,Samson,90000142783,1981-04-20
Justyna,Przewłoka,50798009916,1998-03-04
Kaja,Bełza,14405036059,1997-01-20
Sylwia,Jaszcz,79242088143,1980-06-08
Bruno,Oczko,35447480159,1983-12-05
Julita,Przybycień,15332799528,2000-05-09
Karina,Świerkot,47466507751,1979-10-31
Apolonia,Wałaszek,58916092886,2002-07-13
Hubert,Kaja,21341822807,1989-12-14
Iwo,Masiak,84893763350,1985-10-22
Karol,Kruzel,39144818982,2003-11-29
Blanka,Ograbek,27722031248,1984-04-27
Agnieszka,Sarniak,88116254253,1984-07-07
Bianka,Żywica,57015877179,1980-11-30
Ignacy,Męcik,58123540333,1974-09-08
Konstanty,Gąbka,80136311605,1992-02-06
Natan,Latko,80552477366,2001-04-23
Olga,Wichary,51833652243,1976-01-03
Kamila,Smalec,87025585912,1999-08-04
Fabian,Zbrzeźniak,19044332301,1991-07-10
Oskar,Długajczyk,83486991105,1991-05-04
Grzegorz,Kolka,39619982285,1998-05-26
Dominik,Prokurat,84031898533,1986-04-28
Konrad,Naczk,98007526370,1995-03-25
Olaf,Tofil,43217560443,1990-09-30
Sandra,Dąbrowicz,67779362885,1977-02-20
Sebastian,Szlaga,58381794131,1976-09-20
Grzegorz,Parda,39599024962,1995-06-10
Jan,Kubaczyk,47831139813,2003-11-15
Bruno,Wasiewicz,95456395348,1986-05-01
Eryk,Kliszcz,93365580710,1971-11-30
Angelika,Witan,93703435006,1994-07-17
Wiktor,Gadzina,29334110855,1993-08-26
Urszula,Gorzelańczyk,38989511204,1976-08-09
Grzegorz,Koss,92832362232,1993-12-10
Iwo,Stanisławczyk,11240689345,2003-09-02
Norbert,Ksel,80361612131,1998-12-20
Agnieszka,Brózda,15265863194,1996-07-19
Natasza,Opioła,36978176082,1980-05-25
Mikołaj,Fijoł,52338674249,1993-07-13
Ewelina,Błażejak,20034869535,1999-03-15
Damian,Piekacz,17942758825,1971-01-16
Jeremi,Słysz,94262354702,2002-04-03
Sandra,Pietrek,39116684524,1979-01-31
Emil,Szwiec,16602378374,1991-05-01
Adam,Wawrzynkiewicz,81894112402,1988-08-07
Natasza,Puła,24862392236,1984-01-27
Marcelina,Sapała,41139229955,1970-11-19
Urszula,Goliasz,45577179652,2000-12-10
Przemysław,Bogusiewicz,69228683729,1995-08-06
Róża,Zimmer,72996462305,1985-03-02
Tadeusz,Betka,51775078162,1978-03-20
Alan,Głowiak,33091695409,1975-11-10
Bianka,Fulara,16382301925,1996-10-12
Natasza,Ropiak,16613791442,1971-03-14
Oskar,Elwart,38077513589,1980-03-09
Marianna,Kukieła,12017671352,1985-09-28
Bianka,Dymarczyk,72993360847,1977-10-14
Nataniel,Ulfik,92726632071,1996-12-20
Paweł,Godyń,92361223786,1992-06-22
Szymon,Nazar,71215891391,2000-01-24
Gaja,Łasak,60873185114,1983-07-02
Agnieszka,Zgoła,91594694081,1981-03-21
Karina,Śledzik,43673567063,1971-06-25
Radosław,Śliz,40180805287,1984-01-01
Justyna,Rosołek,26959747138,1975-02-27
Aleksander,Jamroży,31477591272,1971-09-26
Damian,Myrcha,60856546205,1975-11-01
Adrian,Uzar,25399583246,1986-12-13
Ksawery,Myk,36093898154,1992-02-28
Maks,Fidor,33968070268,1994-08-10
Ewelina,Kość,11204299987,1984-05-14
Kamil,Lorens,80274178055,1970-04-26
Malwina,Rusiniak,69774608785,2003-12-27
Emil,Świątkiewicz,90696388938,1995-04-14
Dariusz,Wyrwich,31116642694,1981-11-11
Dominik,Wałdoch,32079094064,1975-09-06
Radosław,Robaszkiewicz,34206073431,2000-02-22
Sara,Ćwierz,25713508559,1974-02-15
Jacek,Malisz,93759345356,1977-05-12
Ada,Mierzwiak,75274410724,2002-08-14
Sara,Damps,77246934445,1974-12-25
Marianna,Cacko,84462301053,1988-12-26
Kamil,Droździk,92310740944,1990-04-24
Anita,Sereda,17903832256,1995-07-09
Nataniel,Milej,42684560258,1976-07-25
Patryk,Worach,18633057910,1997-06-24
Marianna,Nazar,94552492235,2002-04-16
Jan,Staniaszek,80707041387,1972-06-09
Julita,Szyda,14839365623,1991-12-15
Jakub,Narożny,53728088652,1999-09-12
Ignacy,Galik,53897287182,1974-10-10
Gaja,Latuszek,71336763438,1997-08-27
Jacek,Wittbrodt,72412169680,2000-05-23
Bruno,Chaba,65381795993,1982-12-11
Olga,Woda,37009788729,1978-03-08
Hubert,Ziemann,58787145555,1997-01-31
Agnieszka,Słysz,37565007361,1996-10-24
Tymon,Pyszczek,71883147540,2001-06-16
Klara,Siarkiewicz,65140994039,1972-08-10
Ida,Rudowicz,72010729869,1994-05-31
Borys,Pawełkiewicz,13570257629,1983-04-20
Tola,Synak,17449154471,1976-04-05
Marek,Kolanko,71496597319,1985-07-03
Ewelina,Klorek,67774269226,1974-03-08
Melania,Jambor,95275680521,1978-03-28
Marianna,Naumiuk,97405892674,1985-09-09
Lidia,Machniak,16015585440,1997-01-27
Apolonia,Pachuta,80473583741,1970-10-15
Ryszard,Prygiel,52948657019,1978-10-26
Ryszard,Świstek,14002652382,1993-10-24
Miłosz,Rudowicz,69570228857,1982-12-11
Witold,Cichos,51476918032,1989-05-04
Maks,Fidos,87881842965,1993-02-22
Gabriel,Kretek,99040941759,2001-12-21
Liwia,Chaba,14860416408,1981-06-19
Tadeusz,Materek,75046690257,1981-10-10
Fabian,Majorczyk,78414299401,1982-11-22
Anita,Solarczyk,61433126147,2002-12-22
Anastazja,Słoka,57026930161,1979-05-03
Konstanty,Hetmańczyk,91003424125,2001-11-13
Cezary,Owsiany,55942135093,2001-02-09
Cezary,Szymaniuk,38111652436,1977-01-12
Aurelia,Cofała,79091937487,2002-06-18
Mieszko,Sycz,97654040418,1984-03-20
Ernest,Ruman,47955312735,1984-07-25
Kajetan,Witas,46554576930,1977-03-06
Eliza,Foit,91945881058,1994-12-17
Gaja,Tabisz,33278607084,1987-08-13
Dawid,Goik,59066650848,1971-03-09
Krzysztof,Moskalik,50059216191,1989-02-06
Arkadiusz,Marat,10625533549,1981-11-01
Dorota,Jaśko,61412279747,1993-10-07
Marcel,Frymus,17784684531,1980-11-12
Mateusz,Jeszka,67310749148,1998-08-08
Monika,Prystupa,28852747139,1996-09-12
Nataniel,Panasiewicz,22330086498,2001-02-10
Bianka,Tyma,30196609514,1995-03-31
Aleksander,Kobza,73179903710,1981-08-02
Karol,Świerkosz,53260129232,1989-11-16
Aleks,Gromala,31127921574,1998-08-02
Robert,Procek,95325412078,1993-08-06
Patryk,Andziak,78442752279,1971-03-23
Nataniel,Oślizło,21995445276,1995-09-26
Rozalia,Rakus,99407454533,1977-08-17
Stefan,Strzoda,99271529702,1986-08-07
Nikodem,Kałwak,26689543407,1980-03-16
Jakub,Hajduga,28995881777,1970-06-28
Kajetan,Windak,32472100027,1996-06-09
Nataniel,Jędruszczak,60654937790,1998-03-05
Bianka,Rapa,57751383046,1970-12-06
Tola,Barłóg,69872458269,1975-06-11
Ksawery,Sporek,16433159750,1983-04-16
Agnieszka,Kłosowicz,13679411395,1973-10-03
Kalina,Kurda,93322923397,1985-05-07
Damian,Feret,85876145040,1994-12-28
